ant_mag,ant_mjd,ant_magerr,ant_passband,ant_survey
20.4335994720459,58696.410705999944,0.22257600724697116,g,1
19.24720001220703,58706.413888900075,0.139724001288414,R,1
18.98139953613281,58709.47677080008,0.11128100007772446,g,1
19.00749969482422,58712.37826390006,0.11327899992465973,R,1
18.89229965209961,58712.46837959997,0.13642700016498566,g,1
18.876100540161133,58715.37114580022,0.08098199963569641,R,1
19.538000106811523,58723.40634260001,0.14137999713420868,g,1
19.16900062561035,58726.30649309978,0.14075900614261627,R,1
20.18899917602539,58730.31716440013,0.21761299669742584,g,1
20.461952209472656,58754.17075229995,0.21699592471122744,R,1
