time,mag,magerr,band
59131.23407409992,19.46619987487793,0.128490000963211,R
59131.31996530015,19.39167022705078,0.1464326232671737,g
59134.20413189987,18.663299560546875,0.1007480025291442,R
59134.24709489988,18.634654998779297,0.0833683162927627,g
59136.207916699816,18.337312698364254,0.0727230235934257,R
59138.24956020014,18.173799514770508,0.0625979974865913,g
59138.306504600216,18.12919235229492,0.0530461408197879,R
59140.207615700085,18.10251808166504,0.0509213134646415,g
59146.19190970017,17.968652725219727,0.0513864569365978,R
59146.32966439985,18.245330810546875,0.132625862956047,g
59149.19635420013,18.092248916625977,0.070680446922779,R
59151.19361109985,18.476062774658203,0.1085934937000274,g
59153.12283559982,18.31269836425781,0.0695144087076187,R
59155.197881899774,19.04844856262207,0.1269284188747406,g
59155.26387730008,18.404619216918945,0.0645752474665641,R
59157.193726900034,19.146629333496094,0.1449946016073227,g
59157.24914349988,18.34841728210449,0.067740797996521,R
59164.2360069002,20.01219940185547,0.2559100091457367,g
59173.22255790001,19.11892890930176,0.1125975996255874,R
