time,mag,magerr,band
59252.18509260006,19.9596004486084,0.1206009984016418,R
59252.242071799934,20.02742958068848,0.1285944581031799,g
59254.17916670023,19.51045799255371,0.1077553704380989,R
59254.21437499998,19.54460906982422,0.1169218495488166,g
59256.17665510019,19.186351776123047,0.0723605453968048,R
59260.1754977,18.75786399841309,0.0852267444133758,g
59260.238240700215,18.643272399902344,0.0992281883955001,R
59265.18300929992,18.47722625732422,0.0602495372295379,g
59265.219270799775,18.507678985595703,0.0530721098184585,R
59267.224976900034,18.543275833129883,0.099001333117485,g
59269.138749999925,18.496307373046875,0.0673175454139709,R
59271.20783559978,18.73787498474121,0.1062831506133079,g
59271.24372689985,18.512672424316406,0.102467343211174,R
59273.1588773001,18.783695220947266,0.1400210410356521,g
59278.15891199978,18.755037307739254,0.1025471314787864,R
59278.22112269979,19.15800094604492,0.1503079980611801,g
59291.19699069997,19.287363052368164,0.0983854085206985,R
59293.162754599936,20.28059959411621,0.2580640017986297,g
59306.199259299785,20.05351829528809,0.1930466145277023,R
