time,mag,magerr,band
58248.22288190015,18.681100845336918,0.0240230001509189,g
58269.19476850005,18.610700607299805,0.0593650005757808,R
58269.26011569984,18.80459976196289,0.1344510018825531,g
58272.17738430016,19.12732696533203,0.0684261694550514,R
58272.22483799979,19.153379440307617,0.0558285191655159,g
58279.17667819979,19.13263702392578,0.0715953409671783,R
58279.2232638998,20.533899307250977,0.1794939935207367,g
58282.20592590002,19.283958435058597,0.0784923136234283,R
58288.20313660009,20.651899337768555,0.3285070061683655,g
58291.241446800064,19.584922790527344,0.1479433625936508,R
58294.181504600216,20.34819984436035,0.257205992937088,g
58297.2569213002,19.836950302124023,0.2167153507471084,R
