time,mag,magerr,band
59198.27393520018,19.19409942626953,0.2589310109615326,R
59198.31574069988,19.06399917602539,0.1561889946460724,g
59203.2750116,18.74867248535156,0.0816477239131927,R
59203.32957179984,18.611099243164062,0.0901677533984184,g
59205.229039399885,18.590621948242188,0.0780358090996742,R
59215.19370369986,18.7908992767334,0.2407920062541961,g
59215.242870400194,18.71310043334961,0.2518309950828552,R
59216.25375000015,18.81820678710937,0.1224427968263626,g
59216.307743099984,18.9016056060791,0.127323567867279,R
59218.26969909994,19.089189529418945,0.1146742776036262,g
59220.2464815001,19.12527084350586,0.0946629047393798,R
59220.256435200106,19.31586456298828,0.1096594333648681,g
59226.25321759982,19.237773895263672,0.1488769799470901,R
59226.29771990003,19.91060447692871,0.2003544718027115,g
59228.230763900094,19.30430030822754,0.1244679987430572,R
59228.29105320014,20.044233322143555,0.1887666434049606,g
59230.264097199775,19.436140060424805,0.1366665363311767,R
