ant_mag,ant_mjd,ant_magerr,ant_passband,ant_survey
19.16939926147461,58751.31587960013,0.1696690022945404,R,1
19.19540023803711,58751.40104170004,0.11551699787378313,g,1
18.261499404907227,58759.356284699876,0.07001599669456482,R,1
18.23110008239746,58759.3988194,0.07893899828195572,g,1
18.2588005065918,58763.36105319997,0.07753899693489075,R,1
18.77020072937012,58772.252407399945,0.25938600301742554,g,1
18.677400588989254,58772.35884260014,0.23724600672721866,R,1
19.00429916381836,58775.187905100174,0.14611800014972687,g,1
19.04446220397949,58788.271701400176,0.1712304651737213,R,1
20.480899810791016,58791.29305560003,0.30874499678611755,g,1
19.37384605407715,58791.339513900224,0.13632309436798096,R,1
