time,mag,magerr,band
58831.547569400165,19.122900009155277,0.1633169949054718,g
58833.47740740003,18.21629905700684,0.1137019991874694,R
58837.51540509984,17.081499099731445,0.0309159997850656,g
58846.46328700008,16.556100845336914,0.0342190004885196,R
58846.52092589997,16.529800415039062,0.026613000780344,g
58852.44284720021,16.612199783325195,0.0350500009953975,R
58852.50376159977,16.62339973449707,0.0273480005562305,g
58859.36133099999,17.125499725341797,0.0486130006611347,R
58859.52687499998,17.100500106811523,0.0427669994533062,g
58866.35540510016,17.220399856567383,0.0379099994897842,R
58871.43628469994,18.37120056152344,0.0778999999165535,g
58871.486817100085,17.34760093688965,0.0483530014753341,R
58877.39432869991,18.90010070800781,0.0928969979286193,g
58880.51802079985,17.826900482177734,0.0621160008013248,R
58883.461620400194,18.943700790405277,0.1238000020384788,g
58886.51008100016,18.13789939880371,0.0878949984908104,R
58894.3193171001,19.29290008544922,0.1191229969263076,g
58898.34091439983,18.671300888061523,0.1011319980025291,R
58899.42166669993,19.437599182128903,0.1214229986071586,g
58900.40034720022,18.87339973449707,0.1763039976358413,R
58903.313495399896,19.683399200439453,0.1581019014120102,g
59641.29900459992,19.32344436645508,0.1849896907806396,R
