time,mag,magerr,band
58736.43966440018,19.33009910583496,0.1565839946269989,g
58743.33490739996,18.420000076293945,0.1346070021390915,R
58746.376851900015,18.366100311279297,0.1096799969673156,g
58749.29252310004,18.313100814819336,0.0780080035328865,R
58749.31591439992,18.387500762939453,0.091727003455162,g
58758.29284719983,18.674999237060547,0.0890709981322288,R
58758.33517359989,18.939699172973636,0.1130720004439354,g
58761.33511570003,18.95599937438965,0.1264279931783676,R
58765.2723495001,19.527099609375,0.2410520017147064,g
58778.31459489977,19.490568161010746,0.2138201892375946,R
