time,mag,magerr,band
59130.2537153,18.104406356811523,0.0575184412300586,R
59134.25226850016,16.868846893310547,0.0316969491541385,g
59134.31287040003,16.908245086669922,0.0375621914863586,R
59136.2330093002,16.555994033813477,0.0332788601517677,g
59136.2954051001,16.6452579498291,0.0336298011243343,R
59138.25998840016,16.32087516784668,0.0319623500108718,g
59140.25233800011,16.323843002319336,0.0358529575169086,R
59144.31771990005,16.139705657958984,0.0322379358112812,g
59152.2114467998,16.516651153564453,0.0307015366852283,R
59152.26790509978,16.504825592041016,0.0464816391468048,g
59154.21206020005,16.675701141357422,0.0285555403679609,R
59158.19452549983,17.06104850769043,0.0371176823973655,g
59158.227037,16.930950164794922,0.0416655242443084,R
59164.25332179992,17.643970489501953,0.085416704416275,g
59164.27717590006,17.025270462036133,0.0416933931410312,R
59165.17068290012,17.813047409057617,0.0551413595676422,g
59169.18947920017,17.136707305908203,0.0372554436326026,R
59169.21061340021,18.18321228027344,0.0580299571156501,g
59174.12287040008,17.450428009033203,0.0534391142427921,R
59176.094699100126,18.45367431640625,0.1523872464895248,g
59182.15797450021,17.895915985107422,0.0922261476516723,R
59184.17076390004,19.027149200439453,0.1600339710712433,g
59184.26064810017,17.965648651123047,0.0764937847852706,R
59189.151435200125,19.041767120361328,0.1114415451884269,g
59199.12709489977,18.41562843322754,0.1025765761733055,R
59199.19098380022,19.38052749633789,0.1771521419286728,g
59202.10672450019,18.663537979125977,0.0938165485858917,R
59202.148287000135,19.268516540527344,0.1133031770586967,g
59220.10715280008,19.032245635986328,0.1326234638690948,R
