time,mag,magerr,band
58269.29662040016,17.789899826049805,0.0428120009601116,g
58269.37428240013,17.70509910583496,0.0406639985740184,R
58272.38805560023,17.701608657836914,0.025077074766159,g
58278.32087960001,18.026630401611328,0.0410216003656387,R
58278.36953700008,17.967208862304688,0.0278658661991357,g
58281.33716440015,18.13349723815918,0.0432769879698753,R
58281.38712960016,18.34062385559082,0.0366566590964794,g
58284.3260764,18.30551528930664,0.0589507147669792,R
58284.381794000044,18.73569679260254,0.0593767799437046,g
58290.365810200106,18.362842559814453,0.0689280033111572,R
58290.40707179997,19.352434158325195,0.1239265203475952,g
58296.29199070018,18.93428611755371,0.1160909906029701,R
