time,mag,magerr,band
58708.47568289982,20.34720039367676,0.2676109969615936,g
58711.443715299945,19.527000427246094,0.2454089969396591,R
58711.49788190005,19.132200241088867,0.2185119986534118,g
58714.45603010012,18.734600067138672,0.1054250001907348,R
58717.44238429982,18.266000747680664,0.1001389995217323,g
58717.481319400016,18.367900848388672,0.0678270012140274,R
58722.46233800007,18.13450050354004,0.0472650006413459,g
58732.50128469989,18.40069961547852,0.0647289976477623,R
58735.46037039999,18.80990028381348,0.0694260001182556,g
58735.50225690007,18.555700302124023,0.0680010020732879,R
58738.44212959986,19.033599853515625,0.1489029973745346,g
58747.46031250013,18.8927001953125,0.1261900067329406,R
58750.41821759986,20.05459976196289,0.2030819952487945,g
58750.46314809984,18.917299270629883,0.0984859988093376,R
58756.43962959992,20.48900032043457,0.2333099991083145,g
58766.48297449993,19.83209228515625,0.1649502366781234,R
