ant_mag,ant_mjd,ant_magerr,ant_passband,ant_survey
20.121400833129886,58644.27260420006,0.2065449953079224,R,1
19.54459953308105,58647.21546299989,0.16970999538898468,g,1
19.229000091552734,58653.207245400175,0.14028300344944,R,1
18.949800491333008,58657.21372690005,0.07630199939012527,g,1
19.04170036315918,58657.25487270019,0.09779799729585648,R,1
19.04439926147461,58660.20435190015,0.08360099792480469,g,1
19.053199768066406,58663.304814800154,0.10104700177907944,R,1
19.214000701904297,58666.209988399874,0.10597600042819977,g,1
19.393400192260746,58672.213425899856,0.11970199644565582,R,1
20.007400512695312,58675.29810190015,0.22227300703525546,g,1
20.109390258789066,58690.170821799904,0.2143302261829376,R,1
