ant_mag,ant_mjd,ant_magerr,ant_passband,ant_survey
16.701997756958008,59322.50013889978,0.03237070143222809,R,1
18.77890014648437,59353.41190969991,0.1526239961385727,g,1
18.028640747070312,59356.38451390015,0.07808341085910797,R,1
18.695484161376953,59356.46651619999,0.08532227575778961,g,1
18.09120178222656,59359.42905090004,0.06427788734436035,R,1
18.79640769958496,59362.431296300136,0.10777252912521362,g,1
18.28751373291016,59365.42554400022,0.06639791280031204,R,1
18.82350349426269,59365.44910879992,0.09362690895795822,g,1
18.308446884155273,59367.409687499974,0.055831972509622574,R,1
18.82530975341797,59369.41322920006,0.08301222324371338,g,1
18.45621681213379,59369.45280090022,0.06175946444272995,R,1
18.971141815185547,59371.41582180001,0.08046897500753403,g,1
18.491968154907227,59371.45201390004,0.045712802559137344,R,1
19.01445770263672,59376.40685189982,0.1258019357919693,g,1
18.72199249267578,59378.412963000126,0.07082994282245636,R,1
19.049924850463867,59378.4282176001,0.09524712711572647,g,1
18.87602424621582,59386.38392359996,0.10048741102218628,R,1
19.14099884033203,59386.45587959979,0.08047850430011749,g,1
19.097139358520508,59391.41384259983,0.1222122311592102,R,1
19.245418548583984,59393.34109950018,0.2052235007286072,g,1
19.134366989135746,59393.45089119999,0.09948660433292388,R,1
19.208887100219727,59395.42244210001,0.11521640419960022,g,1
19.210220336914066,59397.40278939996,0.11068547517061234,R,1
19.45489501953125,59400.391145799775,0.10652926564216614,g,1
19.29372978210449,59400.433113399886,0.09108934551477432,R,1
19.427873611450195,59402.3448379999,0.11933235079050065,g,1
19.32364845275879,59402.40415510022,0.09376176446676254,R,1
19.416845321655273,59404.38480320013,0.13385838270187378,g,1
19.456506729125977,59404.44900459983,0.10783392190933228,R,1
19.52368927001953,59410.44930560003,0.1532667875289917,g,1
19.71478080749512,59412.432407400105,0.12411247938871385,R,1
19.51067543029785,59412.450277800206,0.11802341043949127,g,1
19.73458671569824,59415.40508100018,0.12996819615364075,R,1
19.734153747558594,59422.29107639985,0.2105678766965866,g,1
