time,mag,magerr,band
59336.45640050015,19.46660041809082,0.1827590018510818,g
59336.4713078998,19.26580047607422,0.1200240030884742,R
59344.46125000017,19.177318572998047,0.106032982468605,g
59346.437048600055,18.99714469909668,0.0972673594951629,R
59349.43104169984,19.343599319458008,0.0983240008354187,g
59349.47133099986,19.087400436401367,0.1063200011849403,R
59353.41377309989,19.591087341308597,0.1903618723154068,g
59356.38405090012,19.355070114135746,0.1851291358470916,R
59356.45211810013,19.75649642944336,0.1562569737434387,g
59365.4264814998,19.71169853210449,0.1482623517513275,R
59365.44864579989,20.50480079650879,0.2779369950294494,g
59367.40922449995,19.6319637298584,0.1683118492364883,R
59369.40807869984,20.88290023803711,0.3811329901218414,g
59369.44596059993,19.790355682373047,0.1434056609869003,R
59371.41207179986,20.928199768066406,0.2999700009822845,g
59379.4119213,20.22348022460937,0.1826355904340744,R
