ant_mag,ant_mjd,ant_magerr,ant_passband,ant_survey
20.65570068359375,59307.36292820005,0.31502699851989746,R,1
20.2101993560791,59309.344560199876,0.1860000044107437,g,1
20.166881561279297,59309.4144444,0.17583997547626495,R,1
19.92422866821289,59311.364340300206,0.1345660835504532,g,1
19.912498474121094,59311.46883099992,0.15100166201591492,R,1
19.414155960083008,59315.32572920014,0.1140955612063408,g,1
19.64579963684082,59315.37017360004,0.32111701369285583,R,1
19.2455997467041,59317.28756939992,0.0955199971795082,g,1
19.174694061279297,59321.4050925998,0.08562615513801575,R,1
18.96657371520996,59323.30123839992,0.1036909520626068,g,1
19.20154571533203,59329.2886806,0.13193391263484955,R,1
19.868043899536133,59335.28663189989,0.15085570514202118,g,1
19.44303321838379,59338.38335649995,0.14200089871883392,R,1
20.126819610595703,59338.41496529988,0.17777200043201447,g,1
19.515966415405273,59340.33122690023,0.12079045921564102,R,1
20.780000686645508,59342.359201400075,0.2555379867553711,g,1
19.55307006835937,59342.415497700225,0.12778334319591522,R,1
20.662900924682614,59345.38079860015,0.2767980098724365,g,1
19.958982467651367,59349.31174769998,0.16516998410224915,R,1
21.148099899291992,59349.3680786998,0.3184230029582977,g,1
20.220500946044922,59353.320081000216,0.1747875064611435,R,1
