time,mag,magerr,clrcoeff,catflags,band
58216.51171875,18.614999771118200,0.05999999865889550,0.11599999666214000,0,r
58217.48828125,18.714000701904300,0.06199999898672100,0.0989999994635582,0,r
58217.5078125,18.665000915527300,0.061000000685453400,0.09799999743700030,0,r
58218.49609375,18.732999801635700,0.06300000101327900,0.10100000351667400,0,r
58218.5078125,18.658000946044900,0.061000000685453400,0.0989999994635582,0,r
58228.45703125,18.70199966430660,0.06199999898672100,0.10700000077486000,0,r
58229.45703125,18.641000747680700,0.05999999865889550,0.07999999821186070,0,r
58230.47265625,18.631999969482400,0.05999999865889550,0.11100000143051100,0,r
58242.46484375,18.659000396728500,0.061000000685453400,0.0949999988079071,0,r
58244.4765625,18.68899917602540,0.06199999898672100,0.11699999868869800,0,r
58244.49609375,18.75,0.06300000101327900,0.11999999731779100,0,r
58246.4453125,18.767000198364300,0.06400000303983690,0.11800000071525600,0,r
58247.46484375,18.70400047302250,0.06199999898672100,0.09700000286102300,0,r
58249.45703125,18.85300064086910,0.06599999964237210,0.12399999797344200,0,r
58249.47265625,18.7450008392334,0.06300000101327900,0.12399999797344200,0,r
58254.46484375,18.770000457763700,0.06400000303983690,0.0949999988079071,0,r
58255.4453125,18.67799949646000,0.061000000685453400,0.09200000017881390,0,r
58256.4375,18.70800018310550,0.06199999898672100,0.09600000083446500,0,r
58256.46484375,18.724000930786100,0.06300000101327900,0.09399999678134920,0,r
58257.421875,18.70400047302250,0.06199999898672100,0.10199999809265100,0,r
58257.45703125,18.680999755859400,0.061000000685453400,0.09700000286102300,0,r
58258.4453125,18.733999252319300,0.06300000101327900,0.10999999940395400,0,r
58259.44921875,18.64900016784670,0.061000000685453400,0.12700000405311600,0,r
58261.48828125,18.67099952697750,0.061000000685453400,0.10300000011920900,0,r
58262.38671875,18.707000732421900,0.06199999898672100,0.11999999731779100,0,r
58263.421875,18.781999588012700,0.06400000303983690,0.1340000033378600,0,r
58266.359375,18.691999435424800,0.06199999898672100,0.09799999743700030,0,r
58268.42578125,18.695999145507800,0.06199999898672100,0.09700000286102300,0,r
58269.4140625,18.684999465942400,0.06199999898672100,0.09200000017881390,0,r
58270.44140625,18.72800064086910,0.06300000101327900,0.0949999988079071,0,r
58271.4609375,18.68600082397460,0.06199999898672100,0.0989999994635582,0,r
58273.421875,18.743000030517600,0.06300000101327900,0.09399999678134920,0,r
58274.33984375,18.718000411987300,0.06199999898672100,0.0949999988079071,0,r
58275.40234375,18.645000457763700,0.061000000685453400,0.09600000083446500,0,r
58276.4296875,18.708999633789100,0.06199999898672100,0.10199999809265100,0,r
58277.39453125,18.69700050354000,0.06199999898672100,0.10000000149011600,0,r
58279.40625,18.704999923706100,0.06199999898672100,0.09700000286102300,0,r
58280.375,18.71500015258790,0.06199999898672100,0.0949999988079071,0,r
58282.4453125,18.729000091552700,0.06300000101327900,0.09399999678134920,0,r
58283.38671875,18.69499969482420,0.06199999898672100,0.10000000149011600,0,r
58285.3828125,18.660999298095700,0.061000000685453400,0.09099999815225600,0,r
58286.34375,18.718000411987300,0.06199999898672100,0.08900000154972080,0,r
58288.44921875,18.628000259399400,0.05999999865889550,0.10599999874830200,0,r
58289.4453125,18.76799964904790,0.06400000303983690,0.11500000208616300,0,r
58290.3828125,18.733999252319300,0.06300000101327900,0.09799999743700030,0,r
58291.484375,18.735000610351600,0.06300000101327900,0.09300000220537190,0,r
58292.46875,18.70800018310550,0.06199999898672100,0.0989999994635582,0,r
58293.3203125,18.753999710083000,0.06300000101327900,0.0949999988079071,0,r
58294.46875,18.66699981689450,0.061000000685453400,0.10000000149011600,0,r
58296.32421875,18.735000610351600,0.06300000101327900,0.09300000220537190,0,r
58297.4140625,18.697999954223600,0.06199999898672100,0.09399999678134920,0,r
58298.43359375,19.034000396728500,0.07199999690055850,0.11599999666214000,0,r
58299.40234375,18.628999710083000,0.05999999865889550,0.12399999797344200,0,r
58300.37890625,18.711000442504900,0.06199999898672100,0.09700000286102300,0,r
58301.3828125,18.76799964904790,0.06400000303983690,0.10199999809265100,0,r
58303.37890625,18.701000213623000,0.06199999898672100,0.09600000083446500,0,r
58304.3203125,18.687000274658200,0.06199999898672100,0.09600000083446500,0,r
58305.3828125,18.733999252319300,0.06300000101327900,0.10300000011920900,0,r
58307.3828125,18.715999603271500,0.06199999898672100,0.0989999994635582,0,r
58310.38671875,18.69099998474120,0.06199999898672100,0.11400000005960500,0,r
58311.3828125,18.711999893188500,0.06199999898672100,0.10000000149011600,0,r
58312.421875,18.715999603271500,0.06199999898672100,0.09300000220537190,0,r
58313.38671875,18.764999389648400,0.06400000303983690,0.0949999988079071,0,r
58314.41796875,18.663999557495100,0.061000000685453400,0.09600000083446500,0,r
58316.33984375,18.722000122070300,0.06300000101327900,0.08799999952316280,0,r
58317.40625,18.70400047302250,0.06199999898672100,0.0949999988079071,0,r
58318.33984375,18.690000534057600,0.06199999898672100,0.09000000357627870,0,r
58320.36328125,18.67099952697750,0.061000000685453400,0.08100000023841860,0,r
58321.3515625,18.65999984741210,0.061000000685453400,0.09099999815225600,0,r
