time,mag,magerr,clrcoeff,catflags,band
58231.140625,17.996000289917000,0.027000000700354600,0.07800000160932540,0,r
58303.4765625,18.047000885009800,0.02800000086426740,0.08699999749660490,0,r
58314.44140625,17.983999252319300,0.027000000700354600,0.08299999684095380,0,r
58315.484375,18.006999969482400,0.027000000700354600,0.09399999678134920,0,r
58316.46875,18.062000274658200,0.02800000086426740,0.08699999749660490,0,r
58319.47265625,18.02899932861330,0.02800000086426740,0.08299999684095380,0,r
58321.48828125,18.003999710083000,0.027000000700354600,0.0820000022649765,0,r
58323.48828125,17.97599983215330,0.027000000700354600,0.08399999886751180,0,r
58324.48828125,17.992000579834000,0.027000000700354600,0.08699999749660490,0,r
58325.484375,18.011999130249000,0.02800000086426740,0.08699999749660490,0,r
58329.48828125,18.055999755859400,0.02800000086426740,0.09200000017881390,0,r
58330.41796875,18.013999938964800,0.02800000086426740,0.09099999815225600,0,r
58333.48828125,17.979999542236300,0.027000000700354600,0.0820000022649765,0,r
58334.4453125,18.023000717163100,0.02800000086426740,0.08799999952316280,0,r
58335.46484375,18.034000396728500,0.02800000086426740,0.08799999952316280,0,r
58336.4609375,18.024999618530300,0.02800000086426740,0.08500000089406970,0,r
58337.48828125,18.027999877929700,0.02800000086426740,0.08900000154972080,0,r
58338.48828125,18.017000198364300,0.02800000086426740,0.08299999684095380,0,r
58342.484375,18.01300048828130,0.02800000086426740,0.08399999886751180,0,r
58343.484375,18.040000915527300,0.02800000086426740,0.08299999684095380,0,r
58344.46484375,18.006999969482400,0.027000000700354600,0.07800000160932540,0,r
58345.47265625,18.016000747680700,0.02800000086426740,0.09000000357627870,0,r
58346.44140625,18.006999969482400,0.027000000700354600,0.07699999958276750,0,r
58347.44921875,18.000999450683600,0.027000000700354600,0.09000000357627870,0,r
58348.4453125,17.99799919128420,0.027000000700354600,0.09099999815225600,0,r
58349.484375,18.000999450683600,0.027000000700354600,0.08399999886751180,0,r
58350.4921875,18.038999557495100,0.02800000086426740,0.07900000363588330,0,r
58351.484375,18.047000885009800,0.02800000086426740,0.08799999952316280,0,r
58352.48828125,18.011999130249000,0.02800000086426740,0.08100000023841860,0,r
58353.453125,18.03700065612790,0.02800000086426740,0.0860000029206276,0,r
58353.49609375,18.027999877929700,0.02800000086426740,0.08500000089406970,0,r
58354.453125,18.0,0.027000000700354600,0.08100000023841860,0,r
58354.484375,18.006000518798800,0.027000000700354600,0.07699999958276750,0,r
58355.40625,17.957000732421900,0.027000000700354600,0.0820000022649765,0,r
58355.48046875,18.013999938964800,0.02800000086426740,0.07400000095367430,0,r
58356.453125,18.017000198364300,0.02800000086426740,0.07999999821186070,0,r
58356.484375,18.04199981689450,0.02800000086426740,0.08100000023841860,0,r
58357.44921875,18.01799964904790,0.02800000086426740,0.08100000023841860,0,r
58357.5078125,18.101999282836900,0.028999999165535000,0.08299999684095380,0,r
58358.44921875,18.051000595092800,0.02800000086426740,0.0820000022649765,0,r
58359.48828125,18.05699920654300,0.02800000086426740,0.07599999755620960,0,r
58360.49609375,18.01300048828130,0.02800000086426740,0.08399999886751180,0,r
58361.5078125,18.027000427246100,0.02800000086426740,0.08299999684095380,0,r
58363.47265625,18.027000427246100,0.02800000086426740,0.08900000154972080,0,r
58364.4921875,18.031999588012700,0.02800000086426740,0.08799999952316280,0,r
58365.48828125,18.0049991607666,0.027000000700354600,0.08699999749660490,0,r
58366.484375,18.009000778198200,0.02800000086426740,0.0860000029206276,0,r
58367.4921875,18.059999465942400,0.02800000086426740,0.07599999755620960,0,r
58368.46484375,18.018999099731400,0.02800000086426740,0.07199999690055850,0,r
58369.4296875,18.024999618530300,0.02800000086426740,0.07900000363588330,0,r
58370.48828125,18.035999298095700,0.02800000086426740,0.08299999684095380,0,r
58371.45703125,18.02400016784670,0.02800000086426740,0.08100000023841860,0,r
58372.4921875,18.038000106811500,0.02800000086426740,0.07800000160932540,0,r
58373.4921875,18.06100082397460,0.02800000086426740,0.08100000023841860,0,r
58374.48828125,18.02899932861330,0.02800000086426740,0.07699999958276750,0,r
58375.4921875,18.038000106811500,0.02800000086426740,0.07599999755620960,0,r
58376.4375,18.047000885009800,0.02800000086426740,0.07900000363588330,0,r
58377.4453125,18.01799964904790,0.02800000086426740,0.07699999958276750,0,r
58378.42578125,18.0310001373291,0.02800000086426740,0.07900000363588330,0,r
58379.4296875,18.034000396728500,0.02800000086426740,0.08799999952316280,0,r
58380.453125,17.97100067138670,0.027000000700354600,0.0860000029206276,0,r
58382.5,18.02400016784670,0.02800000086426740,0.0860000029206276,0,r
58383.515625,18.033000946044900,0.02800000086426740,0.07199999690055850,0,r
58384.51171875,18.018999099731400,0.02800000086426740,0.08399999886751180,0,r
58385.5078125,18.05500030517580,0.02800000086426740,0.07999999821186070,0,r
58386.4375,18.030000686645500,0.02800000086426740,0.07699999958276750,0,r
58387.46484375,18.02199935913090,0.02800000086426740,0.07900000363588330,0,r
58388.52734375,18.014999389648400,0.02800000086426740,0.07599999755620960,0,r
58389.48828125,18.006000518798800,0.027000000700354600,0.07599999755620960,0,r
58397.42578125,18.045000076293900,0.02800000086426740,0.07500000298023220,0,r
58424.35546875,17.981000900268600,0.027000000700354600,0.09000000357627870,0,r
58425.33203125,18.040000915527300,0.02800000086426740,0.09099999815225600,0,r
58426.41796875,18.003000259399400,0.027000000700354600,0.08500000089406970,0,r
58427.44921875,18.02199935913090,0.02800000086426740,0.08799999952316280,0,r
58430.45703125,18.04199981689450,0.02800000086426740,0.07599999755620960,0,r
58431.28515625,18.04800033569340,0.02800000086426740,0.08699999749660490,0,r
58432.28515625,18.045000076293900,0.02800000086426740,0.08900000154972080,0,r
58434.34765625,18.059999465942400,0.02800000086426740,0.07999999821186070,0,r
58436.33984375,18.062000274658200,0.02800000086426740,0.08500000089406970,0,r
58437.34765625,18.058000564575200,0.02800000086426740,0.0820000022649765,0,r
58441.41015625,18.0310001373291,0.02800000086426740,0.07500000298023220,0,r
58443.38671875,18.041000366210900,0.02800000086426740,0.0729999989271164,0,r
58447.41015625,18.20599937438970,0.03099999949336050,0.07900000363588330,0,r
58449.36328125,17.993000030517600,0.027000000700354600,0.0860000029206276,0,r
58450.35546875,18.030000686645500,0.02800000086426740,0.08299999684095380,0,r
58455.2890625,17.996000289917000,0.027000000700354600,0.07699999958276750,0,r
58455.36328125,18.06599998474120,0.02800000086426740,0.0729999989271164,0,r
58456.22265625,18.030000686645500,0.02800000086426740,0.0860000029206276,0,r
58456.27734375,18.05900001525880,0.02800000086426740,0.07900000363588330,0,r
58457.26953125,18.024999618530300,0.02800000086426740,0.0820000022649765,0,r
58464.265625,18.05500030517580,0.02800000086426740,0.09000000357627870,0,r
58465.265625,17.98900032043460,0.027000000700354600,0.08299999684095380,0,r
58468.27734375,18.017000198364300,0.02800000086426740,0.07999999821186070,0,r
58471.2421875,17.950000762939500,0.027000000700354600,0.08699999749660490,0,r
58472.265625,17.996999740600600,0.027000000700354600,0.07599999755620960,0,r
58474.3203125,18.03499984741210,0.02800000086426740,0.07199999690055850,0,r
58476.3046875,17.98900032043460,0.027000000700354600,0.07800000160932540,0,r
58480.31640625,17.986000061035200,0.027000000700354600,0.09099999815225600,0,r
58481.31640625,18.020999908447300,0.02800000086426740,0.0820000022649765,0,r
58482.19921875,18.075000762939500,0.028999999165535000,0.08799999952316280,0,r
