time,mag,magerr,clrcoeff,catflags,band
58231.140625,19.08300018310550,0.054999999701976800,0.07800000160932540,0,r
58303.4765625,18.988000869751000,0.052000001072883600,0.08699999749660490,0,r
58314.44140625,19.086999893188500,0.054999999701976800,0.08299999684095380,0,r
58315.484375,18.95400047302250,0.05000000074505810,0.09399999678134920,0,r
58316.46875,19.076000213623000,0.054999999701976800,0.08699999749660490,0,r
58319.47265625,19.076000213623000,0.054999999701976800,0.08299999684095380,0,r
58321.48828125,19.090999603271500,0.054999999701976800,0.0820000022649765,0,r
58323.48828125,18.966999053955100,0.050999999046325700,0.08399999886751180,0,r
58324.48828125,19.041000366210900,0.05299999937415120,0.08699999749660490,0,r
58325.484375,19.089000701904300,0.054999999701976800,0.08699999749660490,0,r
58329.48828125,19.05699920654300,0.05400000140070920,0.09200000017881390,0,r
58330.41796875,19.097000122070300,0.0560000017285347,0.09099999815225600,0,r
58333.48828125,19.132999420166000,0.05700000002980230,0.0820000022649765,0,r
58334.4453125,19.104000091552700,0.0560000017285347,0.08799999952316280,0,r
58335.46484375,19.06100082397460,0.05400000140070920,0.08799999952316280,0,r
58336.4609375,19.128000259399400,0.05700000002980230,0.08500000089406970,0,r
58337.48828125,19.099000930786100,0.0560000017285347,0.08900000154972080,0,r
58338.48828125,19.06599998474120,0.05400000140070920,0.08299999684095380,0,r
58342.484375,19.100000381469700,0.0560000017285347,0.08399999886751180,0,r
58343.484375,19.08300018310550,0.054999999701976800,0.08299999684095380,0,r
58344.46484375,19.1200008392334,0.0560000017285347,0.07800000160932540,0,r
58345.47265625,19.115999221801800,0.0560000017285347,0.09000000357627870,0,r
58346.44140625,19.128999710083000,0.05700000002980230,0.07699999958276750,0,r
58347.44921875,19.07900047302250,0.054999999701976800,0.09000000357627870,0,r
58348.4453125,19.16699981689450,0.057999998331069900,0.09099999815225600,0,r
58349.484375,19.179000854492200,0.05900000035762790,0.08399999886751180,0,r
58350.4921875,19.1560001373291,0.057999998331069900,0.07900000363588330,0,r
58351.484375,19.16200065612790,0.057999998331069900,0.08799999952316280,0,r
58352.48828125,19.110000610351600,0.0560000017285347,0.08100000023841860,0,r
58353.453125,19.14900016784670,0.057999998331069900,0.0860000029206276,0,r
58353.49609375,19.10700035095220,0.0560000017285347,0.08500000089406970,0,r
58354.453125,19.104999542236300,0.0560000017285347,0.08100000023841860,0,r
58354.484375,19.145000457763700,0.05700000002980230,0.07699999958276750,0,r
58355.40625,19.091999053955100,0.054999999701976800,0.0820000022649765,0,r
58355.48046875,19.091999053955100,0.054999999701976800,0.07400000095367430,0,r
